==== START logs for container kube-controller-manager of pod kube-system/kube-controller-manager-master1 ====
I1115 00:28:18.242098       1 serving.go:348] Generated self-signed cert in-memory
I1115 00:28:55.101794       1 endpointslice_controller.go:261] Starting endpoint slice controller
I1115 00:28:55.101803       1 shared_informer.go:255] Waiting for caches to sync for endpoint_slice
I1115 00:28:55.104215       1 controllermanager.go:602] Started "daemonset"
I1115 00:28:55.105018       1 daemon_controller.go:291] Starting daemon sets controller
I1115 00:28:55.105077       1 shared_informer.go:255] Waiting for caches to sync for daemon sets
I1115 00:28:55.106182       1 controllermanager.go:602] Started "cronjob"
I1115 00:28:55.106242       1 cronjob_controllerv2.go:135] "Starting cronjob controller v2"
I1115 00:28:55.106423       1 shared_informer.go:255] Waiting for caches to sync for cronjob
I1115 00:28:55.108009       1 controllermanager.go:602] Started "csrapproving"
I1115 00:28:55.108188       1 certificate_controller.go:112] Starting certificate controller "csrapproving"
I1115 00:28:55.108202       1 shared_informer.go:255] Waiting for caches to sync for certificate-csrapproving
I1115 00:28:55.110510       1 controllermanager.go:602] Started "pvc-protection"
I1115 00:28:55.111122       1 pvc_protection_controller.go:103] "Starting PVC protection controller"
I1115 00:28:55.111137       1 shared_informer.go:255] Waiting for caches to sync for PVC protection
I1115 00:28:55.112387       1 controllermanager.go:602] Started "serviceaccount"
I1115 00:28:55.113128       1 serviceaccounts_controller.go:117] Starting service account controller
I1115 00:28:55.113158       1 shared_informer.go:255] Waiting for caches to sync for service account
E1115 00:28:55.137023       1 resource_quota_controller.go:165] initial discovery check failure, continuing and counting on future sync update: unable to retrieve the complete list of server APIs: custom.metrics.k8s.io/v1beta1: the server is currently unable to handle the request, custom.metrics.k8s.io/v1beta2: the server is currently unable to handle the request, external.metrics.k8s.io/v1beta1: the server is currently unable to handle the request, metrics.k8s.io/v1beta1: the server is currently unable to handle the request
I1115 00:28:55.137188       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for telemetries.telemetry.istio.io
I1115 00:28:55.137264       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for statefulsets.apps
I1115 00:28:55.137318       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for leases.coordination.k8s.io
I1115 00:28:55.137370       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for bfdprofiles.metallb.io
I1115 00:28:55.137420       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for workloadgroups.networking.istio.io
I1115 00:28:55.137471       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for requestauthentications.security.istio.io
I1115 00:28:55.137521       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for controllerrevisions.apps
I1115 00:28:55.137577       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for horizontalpodautoscalers.autoscaling
I1115 00:28:55.137627       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for poddisruptionbudgets.policy
I1115 00:28:55.137677       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for analysistemplates.argoproj.io
I1115 00:28:55.137727       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for ipaddresspools.metallb.io
I1115 00:28:55.137779       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for bgpadvertisements.metallb.io
I1115 00:28:55.137831       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for gateways.networking.istio.io
I1115 00:28:55.137879       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for replicasets.apps
I1115 00:28:55.137931       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for workloadentries.networking.istio.io
I1115 00:28:55.137997       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for limitranges
I1115 00:28:55.138047       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for podtemplates
I1115 00:28:55.138095       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for endpointslices.discovery.k8s.io
I1115 00:28:55.138146       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for analysisruns.argoproj.io
I1115 00:28:55.138198       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for rollouts.argoproj.io
I1115 00:28:55.138249       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for istiooperators.install.istio.io
I1115 00:28:55.138302       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for addresspools.metallb.io
I1115 00:28:55.138353       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for proxyconfigs.networking.istio.io
I1115 00:28:55.138416       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for daemonsets.apps
I1115 00:28:55.138471       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for ingresses.networking.k8s.io
I1115 00:28:55.138526       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for rolebindings.rbac.authorization.k8s.io
I1115 00:28:55.138575       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for experiments.argoproj.io
I1115 00:28:55.138631       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for authorizationpolicies.security.istio.io
I1115 00:28:55.138753       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for l2advertisements.metallb.io
I1115 00:28:55.138839       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for destinationrules.networking.istio.io
I1115 00:28:55.138888       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for deployments.apps
I1115 00:28:55.138939       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for communities.metallb.io
I1115 00:28:55.138988       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for envoyfilters.networking.istio.io
I1115 00:28:55.139072       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for csistoragecapacities.storage.k8s.io
I1115 00:28:55.139156       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for virtualservices.networking.istio.io
I1115 00:28:55.139381       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for serviceaccounts
I1115 00:28:55.139461       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for sidecars.networking.istio.io
I1115 00:28:55.139519       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for networkpolicies.networking.k8s.io
I1115 00:28:55.139570       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for bgppeers.metallb.io
I1115 00:28:55.139620       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for serviceentries.networking.istio.io
I1115 00:28:55.139669       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for endpoints
I1115 00:28:55.139717       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for jobs.batch
I1115 00:28:55.139768       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for roles.rbac.authorization.k8s.io
I1115 00:28:55.139824       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for peerauthentications.security.istio.io
I1115 00:28:55.139890       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for cronjobs.batch
I1115 00:28:55.139945       1 resource_quota_monitor.go:218] QuotaMonitor created object count evaluator for wasmplugins.extensions.istio.io
I1115 00:28:55.140008       1 controllermanager.go:602] Started "resourcequota"
I1115 00:28:55.140065       1 resource_quota_controller.go:277] Starting resource quota controller
I1115 00:28:55.140085       1 shared_informer.go:255] Waiting for caches to sync for resource quota
I1115 00:28:55.140097       1 resource_quota_monitor.go:295] QuotaMonitor running
E1115 00:28:55.151107       1 resource_quota_controller.go:417] unable to retrieve the complete list of server APIs: custom.metrics.k8s.io/v1beta1: the server is currently unable to handle the request, custom.metrics.k8s.io/v1beta2: the server is currently unable to handle the request, external.metrics.k8s.io/v1beta1: the server is currently unable to handle the request, metrics.k8s.io/v1beta1: the server is currently unable to handle the request
I1115 00:28:55.152329       1 controllermanager.go:602] Started "horizontalpodautoscaling"
I1115 00:28:55.152361       1 horizontal.go:168] Starting HPA controller
I1115 00:28:55.152368       1 shared_informer.go:255] Waiting for caches to sync for HPA
I1115 00:28:55.153846       1 controllermanager.go:602] Started "persistentvolume-expander"
I1115 00:28:55.155089       1 expand_controller.go:340] Starting expand controller
I1115 00:28:55.155102       1 shared_informer.go:255] Waiting for caches to sync for expand
I1115 00:28:55.155587       1 controllermanager.go:602] Started "replicationcontroller"
I1115 00:28:55.155737       1 replica_set.go:205] Starting replicationcontroller controller
I1115 00:28:55.155745       1 shared_informer.go:255] Waiting for caches to sync for ReplicationController
I1115 00:28:55.157346       1 controllermanager.go:602] Started "pv-protection"
I1115 00:28:55.157429       1 pv_protection_controller.go:79] Starting PV protection controller
I1115 00:28:55.157445       1 shared_informer.go:255] Waiting for caches to sync for PV protection
I1115 00:28:55.159413       1 node_lifecycle_controller.go:497] Controller will reconcile labels.
I1115 00:28:55.159511       1 controllermanager.go:602] Started "nodelifecycle"
I1115 00:28:55.159667       1 node_lifecycle_controller.go:532] Sending events to api server.
I1115 00:28:55.159736       1 node_lifecycle_controller.go:543] Starting node controller
I1115 00:28:55.159776       1 shared_informer.go:255] Waiting for caches to sync for taint
E1115 00:28:55.176160       1 namespaced_resources_deleter.go:162] unable to get all supported resources from server: unable to retrieve the complete list of server APIs: custom.metrics.k8s.io/v1beta1: the server is currently unable to handle the request, custom.metrics.k8s.io/v1beta2: the server is currently unable to handle the request, external.metrics.k8s.io/v1beta1: the server is currently unable to handle the request, metrics.k8s.io/v1beta1: the server is currently unable to handle the request
I1115 00:28:55.176335       1 controllermanager.go:602] Started "namespace"
I1115 00:28:55.176391       1 namespace_controller.go:200] Starting namespace controller
I1115 00:28:55.176406       1 shared_informer.go:255] Waiting for caches to sync for namespace
I1115 00:28:55.178260       1 shared_informer.go:262] Caches are synced for tokens
I1115 00:28:55.178693       1 controllermanager.go:602] Started "replicaset"
I1115 00:28:55.178951       1 replica_set.go:205] Starting replicaset controller
I1115 00:28:55.178965       1 shared_informer.go:255] Waiting for caches to sync for ReplicaSet
I1115 00:28:55.181867       1 controllermanager.go:602] Started "bootstrapsigner"
W1115 00:28:55.181995       1 core.go:232] configure-cloud-routes is set, but no cloud provider specified. Will not configure cloud provider routes.
W1115 00:28:55.182064       1 controllermanager.go:580] Skipping "route"
I1115 00:28:55.181904       1 shared_informer.go:255] Waiting for caches to sync for bootstrap_signer
I1115 00:28:55.184540       1 controllermanager.go:602] Started "root-ca-cert-publisher"
I1115 00:28:55.184691       1 publisher.go:107] Starting root CA certificate configmap publisher
I1115 00:28:55.184704       1 shared_informer.go:255] Waiting for caches to sync for crt configmap
I1115 00:28:55.186507       1 controllermanager.go:602] Started "endpoint"
I1115 00:28:55.186537       1 endpoints_controller.go:182] Starting endpoint controller
I1115 00:28:55.186729       1 shared_informer.go:255] Waiting for caches to sync for endpoint
I1115 00:28:55.330594       1 controllermanager.go:602] Started "garbagecollector"
I1115 00:28:55.330771       1 garbagecollector.go:154] Starting garbage collector controller
I1115 00:28:55.330958       1 shared_informer.go:255] Waiting for caches to sync for garbage collector
I1115 00:28:55.331007       1 graph_builder.go:291] GraphBuilder running
I1115 00:28:55.437243       1 controllermanager.go:602] Started "job"
I1115 00:28:55.438626       1 job_controller.go:196] Starting job controller
I1115 00:28:55.439301       1 shared_informer.go:255] Waiting for caches to sync for job
W1115 00:28:55.534564       1 garbagecollector.go:752] failed to discover some groups: map[custom.metrics.k8s.io/v1beta1:the server is currently unable to handle the request custom.metrics.k8s.io/v1beta2:the server is currently unable to handle the request external.metrics.k8s.io/v1beta1:the server is currently unable to handle the request metrics.k8s.io/v1beta1:the server is currently unable to handle the request]
I1115 00:28:55.535584       1 controllermanager.go:602] Started "csrsigning"
I1115 00:28:55.535684       1 certificate_controller.go:112] Starting certificate controller "csrsigning-legacy-unknown"
I1115 00:28:55.535747       1 shared_informer.go:255] Waiting for caches to sync for certificate-csrsigning-legacy-unknown
I1115 00:28:55.535856       1 certificate_controller.go:112] Starting certificate controller "csrsigning-kubelet-serving"
I1115 00:28:55.535887       1 shared_informer.go:255] Waiting for caches to sync for certificate-csrsigning-kubelet-serving
I1115 00:28:55.535930       1 certificate_controller.go:112] Starting certificate controller "csrsigning-kubelet-client"
I1115 00:28:55.535971       1 shared_informer.go:255] Waiting for caches to sync for certificate-csrsigning-kubelet-client
I1115 00:28:55.536027       1 certificate_controller.go:112] Starting certificate controller "csrsigning-kube-apiserver-client"
I1115 00:28:55.536094       1 shared_informer.go:255] Waiting for caches to sync for certificate-csrsigning-kube-apiserver-client
I1115 00:28:55.536158       1 dynamic_serving_content.go:132] "Starting controller" name="csr-controller::/etc/kubernetes/pki/ca.crt::/etc/kubernetes/pki/ca.key"
I1115 00:28:55.536311       1 dynamic_serving_content.go:132] "Starting controller" name="csr-controller::/etc/kubernetes/pki/ca.crt::/etc/kubernetes/pki/ca.key"
I1115 00:28:55.536446       1 dynamic_serving_content.go:132] "Starting controller" name="csr-controller::/etc/kubernetes/pki/ca.crt::/etc/kubernetes/pki/ca.key"
I1115 00:28:55.536750       1 dynamic_serving_content.go:132] "Starting controller" name="csr-controller::/etc/kubernetes/pki/ca.crt::/etc/kubernetes/pki/ca.key"
I1115 00:28:55.581288       1 controllermanager.go:602] Started "tokencleaner"
I1115 00:28:55.581411       1 tokencleaner.go:118] Starting token cleaner controller
I1115 00:28:55.581426       1 shared_informer.go:255] Waiting for caches to sync for token_cleaner
I1115 00:28:55.581436       1 shared_informer.go:262] Caches are synced for token_cleaner
E1115 00:28:55.637792       1 core.go:218] failed to start cloud node lifecycle controller: no cloud provider provided
W1115 00:28:55.638243       1 controllermanager.go:580] Skipping "cloud-node-lifecycle"
I1115 00:28:55.686272       1 controllermanager.go:602] Started "attachdetach"
I1115 00:28:55.686409       1 attach_detach_controller.go:328] Starting attach detach controller
I1115 00:28:55.686423       1 shared_informer.go:255] Waiting for caches to sync for attach detach
I1115 00:28:55.733358       1 controllermanager.go:602] Started "endpointslicemirroring"
I1115 00:28:55.733480       1 endpointslicemirroring_controller.go:216] Starting EndpointSliceMirroring controller
I1115 00:28:55.733674       1 shared_informer.go:255] Waiting for caches to sync for endpoint_slice_mirroring
I1115 00:28:55.788050       1 controllermanager.go:602] Started "csrcleaner"
I1115 00:28:55.788530       1 cleaner.go:82] Starting CSR cleaner controller
I1115 00:28:55.830554       1 node_ipam_controller.go:91] Sending events to api server.
I1115 00:29:05.870577       1 range_allocator.go:76] Sending events to api server.
I1115 00:29:05.870692       1 range_allocator.go:110] No Secondary Service CIDR provided. Skipping filtering out secondary service addresses.
I1115 00:29:05.870730       1 controllermanager.go:602] Started "nodeipam"
I1115 00:29:05.870834       1 node_ipam_controller.go:154] Starting ipam controller
I1115 00:29:05.870845       1 shared_informer.go:255] Waiting for caches to sync for node
E1115 00:29:05.872495       1 core.go:92] Failed to start service controller: WARNING: no cloud provider provided, services of type LoadBalancer will fail
W1115 00:29:05.872540       1 controllermanager.go:580] Skipping "service"
I1115 00:29:05.874119       1 controllermanager.go:602] Started "ephemeral-volume"
I1115 00:29:05.874222       1 controller.go:169] Starting ephemeral volume controller
I1115 00:29:05.874237       1 shared_informer.go:255] Waiting for caches to sync for ephemeral
I1115 00:29:05.876800       1 controllermanager.go:602] Started "disruption"
I1115 00:29:05.876921       1 disruption.go:421] Sending events to api server.
I1115 00:29:05.876973       1 disruption.go:432] Starting disruption controller
I1115 00:29:05.876981       1 shared_informer.go:255] Waiting for caches to sync for disruption
I1115 00:29:05.890595       1 shared_informer.go:255] Waiting for caches to sync for resource quota
I1115 00:29:05.908396       1 job_controller.go:510] enqueueing job canary-istio/956cf4ca-2ec9-4b78-9518-3381488143a0.test.1
I1115 00:29:05.909330       1 job_controller.go:510] enqueueing job canary-istio/af82a503-7586-413d-91c7-69ec0cda2277.test.1
I1115 00:29:05.909443       1 job_controller.go:510] enqueueing job canary-istio/b1c4e53b-4390-4918-a1f7-50c37e9c620e.test.1
I1115 00:29:05.909453       1 job_controller.go:510] enqueueing job ingress-nginx/ingress-nginx-admission-create
I1115 00:29:05.909508       1 job_controller.go:510] enqueueing job ingress-nginx/ingress-nginx-admission-patch
W1115 00:29:05.929992       1 actual_state_of_world.go:541] Failed to update statusUpdateNeeded field in actual state of world: Failed to set statusUpdateNeeded to needed true, because nodeName="master1" does not exist
W1115 00:29:05.930068       1 topologycache.go:199] Can't get CPU or zone information for worker1 node
W1115 00:29:05.930092       1 topologycache.go:199] Can't get CPU or zone information for worker1 node
W1115 00:29:05.930215       1 actual_state_of_world.go:541] Failed to update statusUpdateNeeded field in actual state of world: Failed to set statusUpdateNeeded to needed true, because nodeName="worker1" does not exist
W1115 00:29:05.930267       1 topologycache.go:199] Can't get CPU or zone information for worker1 node
W1115 00:29:05.930327       1 actual_state_of_world.go:541] Failed to update statusUpdateNeeded field in actual state of world: Failed to set statusUpdateNeeded to needed true, because nodeName="worker2" does not exist
I1115 00:29:05.934237       1 shared_informer.go:262] Caches are synced for certificate-csrapproving
I1115 00:29:05.935866       1 shared_informer.go:262] Caches are synced for certificate-csrsigning-legacy-unknown
I1115 00:29:05.936048       1 shared_informer.go:262] Caches are synced for certificate-csrsigning-kubelet-client
I1115 00:29:05.936663       1 shared_informer.go:262] Caches are synced for certificate-csrsigning-kube-apiserver-client
I1115 00:29:05.936735       1 shared_informer.go:262] Caches are synced for certificate-csrsigning-kubelet-serving
I1115 00:29:05.940901       1 shared_informer.go:262] Caches are synced for job
I1115 00:29:05.955904       1 shared_informer.go:262] Caches are synced for expand
I1115 00:29:05.956471       1 shared_informer.go:262] Caches are synced for ReplicationController
I1115 00:29:05.957521       1 shared_informer.go:262] Caches are synced for PV protection
I1115 00:29:05.959831       1 shared_informer.go:262] Caches are synced for taint
I1115 00:29:05.959874       1 node_lifecycle_controller.go:1443] Initializing eviction metric for zone: 
W1115 00:29:05.959977       1 node_lifecycle_controller.go:1058] Missing timestamp for Node master1. Assuming now as a timestamp.
W1115 00:29:05.960010       1 node_lifecycle_controller.go:1058] Missing timestamp for Node worker1. Assuming now as a timestamp.
W1115 00:29:05.960074       1 node_lifecycle_controller.go:1058] Missing timestamp for Node worker2. Assuming now as a timestamp.
I1115 00:29:05.960091       1 node_lifecycle_controller.go:1259] Controller detected that zone  is now in state Normal.
I1115 00:29:05.961149       1 taint_manager.go:204] "Starting NoExecuteTaintManager"
I1115 00:29:05.961172       1 taint_manager.go:209] "Sending events to api server"
I1115 00:29:05.961523       1 event.go:294] "Event occurred" object="master1" fieldPath="" kind="Node" apiVersion="v1" type="Normal" reason="RegisteredNode" message="Node master1 event: Registered Node master1 in Controller"
I1115 00:29:05.961538       1 event.go:294] "Event occurred" object="worker1" fieldPath="" kind="Node" apiVersion="v1" type="Normal" reason="RegisteredNode" message="Node worker1 event: Registered Node worker1 in Controller"
I1115 00:29:05.961544       1 event.go:294] "Event occurred" object="worker2" fieldPath="" kind="Node" apiVersion="v1" type="Normal" reason="RegisteredNode" message="Node worker2 event: Registered Node worker2 in Controller"
I1115 00:29:05.971297       1 shared_informer.go:262] Caches are synced for node
I1115 00:29:05.971318       1 range_allocator.go:166] Starting range CIDR allocator
I1115 00:29:05.971324       1 shared_informer.go:255] Waiting for caches to sync for cidrallocator
I1115 00:29:05.971331       1 shared_informer.go:262] Caches are synced for cidrallocator
I1115 00:29:05.974511       1 shared_informer.go:262] Caches are synced for ephemeral
I1115 00:29:05.978116       1 shared_informer.go:262] Caches are synced for namespace
I1115 00:29:05.979699       1 shared_informer.go:262] Caches are synced for ReplicaSet
I1115 00:29:05.982623       1 shared_informer.go:262] Caches are synced for bootstrap_signer
E1115 00:29:05.982824       1 memcache.go:206] couldn't get resource list for custom.metrics.k8s.io/v1beta1: the server is currently unable to handle the request
E1115 00:29:05.983654       1 memcache.go:206] couldn't get resource list for custom.metrics.k8s.io/v1beta2: the server is currently unable to handle the request
E1115 00:29:05.983931       1 memcache.go:206] couldn't get resource list for external.metrics.k8s.io/v1beta1: the server is currently unable to handle the request
I1115 00:29:05.984824       1 shared_informer.go:262] Caches are synced for crt configmap
I1115 00:29:05.985943       1 shared_informer.go:262] Caches are synced for TTL
I1115 00:29:05.986472       1 shared_informer.go:262] Caches are synced for ClusterRoleAggregator
I1115 00:29:05.987313       1 shared_informer.go:262] Caches are synced for endpoint
I1115 00:29:05.988197       1 shared_informer.go:262] Caches are synced for TTL after finished
I1115 00:29:05.990287       1 shared_informer.go:262] Caches are synced for GC
I1115 00:29:05.996802       1 shared_informer.go:262] Caches are synced for stateful set
I1115 00:29:06.006126       1 shared_informer.go:262] Caches are synced for daemon sets
I1115 00:29:06.006262       1 shared_informer.go:262] Caches are synced for persistent volume
I1115 00:29:06.006377       1 shared_informer.go:262] Caches are synced for endpoint_slice
I1115 00:29:06.006633       1 shared_informer.go:262] Caches are synced for cronjob
E1115 00:29:06.008694       1 memcache.go:206] couldn't get resource list for metrics.k8s.io/v1beta1: the server is currently unable to handle the request
I1115 00:29:06.011349       1 shared_informer.go:262] Caches are synced for PVC protection
I1115 00:29:06.024922       1 shared_informer.go:262] Caches are synced for service account
I1115 00:29:06.034353       1 shared_informer.go:262] Caches are synced for endpoint_slice_mirroring
I1115 00:29:06.063867       1 shared_informer.go:262] Caches are synced for HPA
E1115 00:29:06.064121       1 memcache.go:104] couldn't get resource list for metrics.k8s.io/v1beta1: the server is currently unable to handle the request
E1115 00:29:06.070181       1 memcache.go:104] couldn't get resource list for custom.metrics.k8s.io/v1beta2: the server is currently unable to handle the request
I1115 00:29:06.077816       1 shared_informer.go:262] Caches are synced for disruption
I1115 00:29:06.093593       1 shared_informer.go:262] Caches are synced for deployment
E1115 00:29:06.094680       1 memcache.go:104] couldn't get resource list for custom.metrics.k8s.io/v1beta1: the server is currently unable to handle the request
E1115 00:29:06.125266       1 memcache.go:104] couldn't get resource list for external.metrics.k8s.io/v1beta1: the server is currently unable to handle the request
I1115 00:29:06.141422       1 shared_informer.go:255] Waiting for caches to sync for garbage collector
I1115 00:29:06.186661       1 shared_informer.go:262] Caches are synced for attach detach
I1115 00:29:07.142941       1 shared_informer.go:262] Caches are synced for resource quota
I1115 00:29:07.190979       1 shared_informer.go:262] Caches are synced for resource quota
I1115 00:29:07.231349       1 shared_informer.go:262] Caches are synced for garbage collector
I1115 00:29:07.231416       1 garbagecollector.go:163] Garbage collector: all resource monitors have synced. Proceeding to collect garbage
I1115 00:29:07.245566       1 shared_informer.go:262] Caches are synced for garbage collector
E1115 00:29:20.992402       1 memcache.go:206] couldn't get resource list for metrics.k8s.io/v1beta1: the server is currently unable to handle the request
E1115 00:29:20.998338       1 memcache.go:206] couldn't get resource list for custom.metrics.k8s.io/v1beta2: the server is currently unable to handle the request
E1115 00:29:20.998445       1 memcache.go:206] couldn't get resource list for external.metrics.k8s.io/v1beta1: the server is currently unable to handle the request
E1115 00:29:21.001240       1 memcache.go:206] couldn't get resource list for custom.metrics.k8s.io/v1beta1: the server is currently unable to handle the request
E1115 00:29:21.003373       1 memcache.go:104] couldn't get resource list for metrics.k8s.io/v1beta1: the server is currently unable to handle the request
E1115 00:29:21.004525       1 memcache.go:104] couldn't get resource list for custom.metrics.k8s.io/v1beta2: the server is currently unable to handle the request
E1115 00:29:21.005641       1 memcache.go:104] couldn't get resource list for custom.metrics.k8s.io/v1beta1: the server is currently unable to handle the request
E1115 00:29:21.006450       1 memcache.go:104] couldn't get resource list for external.metrics.k8s.io/v1beta1: the server is currently unable to handle the request
I1115 00:29:21.025181       1 event.go:294] "Event occurred" object="tema5-resource/imagina-world-resource" fieldPath="" kind="HorizontalPodAutoscaler" apiVersion="autoscaling/v2" type="Warning" reason="FailedGetResourceMetric" message="failed to get memory utilization: unable to get metrics for resource memory: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)"
E1115 00:29:21.027469       1 horizontal.go:226] failed to compute desired number of replicas based on listed metrics for Deployment/tema5-resource/imagina-world: invalid metrics (2 invalid out of 2), first error is: failed to get memory resource metric value: failed to get memory utilization: unable to get metrics for resource memory: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
